"Campaign","Location ID","Location","unit_name","province","median_pre_participants"
"MA2026_neutral_08","9257291","La Matanza de Acentejo,Canary Islands,Spain","La Matanza de Acentejo, Santa Cruz de Tenerife","Santa Cruz de Tenerife",0
"MA2026_neutral_08","9219987","La Orotava,Canary Islands,Spain","La Orotava, Santa Cruz de Tenerife","Santa Cruz de Tenerife",0
"MA2026_neutral_08","9234186","La Pobla Llarga,Valencian Community,Spain","La Pobla Llarga, Valencia","Valencia",0
"MA2026_neutral_08","9049102","La Puebla de Cazalla,Andalusia,Spain","La Puebla de Cazalla, Sevilla","Sevilla",0
"MA2026_neutral_08","9049103","La Rambla,Andalusia,Spain","La Rambla, Córdoba","Córdoba",0
"MA2026_neutral_08","9208431","La Riba,Catalonia,Spain","La Riba, Tarragona","Tarragona",0
"MA2026_neutral_08","9221801","La Selva del Camp,Catalonia,Spain","La Selva del Camp, Tarragona","Tarragona",0
"MA2026_neutral_08","9049105","La Solana,Castile-La Mancha,Spain","La Solana, Ciudad Real","Ciudad Real",0
"MA2026_neutral_08","9211230","Las Torres de Cotillas,Region of Murcia,Spain","Las Torres de Cotillas, Murcia","Murcia",0
"MA2026_neutral_08","9215346","Laspaules,Aragon,Spain","Laspaúles, Huesca","Huesca",0
"MA2026_neutral_08","9049110","Leioa,Basque Country,Spain","Leioa, Vizcaya","Vizcaya",0
"MA2026_neutral_08","9242950","Lepe,Andalusia,Spain","Lepe, Huelva","Huelva",0
"MA2026_neutral_08","9256865","Lezo,Basque Country,Spain","Lezo, Guipúzcoa","Guipúzcoa",0
"MA2026_neutral_08","9208517","Llubi,Balearic Islands,Spain","Llubí, Baleares","Baleares",0
"MA2026_neutral_08","9049119","Los Corrales de Buelna,Cantabria,Spain","Los Corrales de Buelna, Cantabria","Cantabria",0
"MA2026_neutral_08","9246206","Los Montesinos,Valencian Community,Spain","Los Montesinos, Alicante","Alicante",0
"MA2026_neutral_08","9211799","Los Realejos,Canary Islands,Spain","Los Realejos, Santa Cruz de Tenerife","Santa Cruz de Tenerife",0
"MA2026_neutral_08","9213953","Macael,Andalusia,Spain","Macael, Almería","Almería",0
"MA2026_neutral_08","9209840","Mancor de la Vall,Balearic Islands,Spain","Mancor de la Vall, Baleares","Baleares",0
"MA2026_neutral_08","9220832","Manilva,Andalusia,Spain","Manilva, Málaga","Málaga",0
"MA2026_neutral_08","9221807","Maria de la Salut,Balearic Islands,Spain","Maria de la Salut, Baleares","Baleares",0
"MA2026_neutral_08","9049128","Martos,Andalusia,Spain","Martos, Jaén","Jaén",0
"MA2026_neutral_08","9049130","Massamagrell,Valencian Community,Spain","Massamagrell, Valencia","Valencia",0
"MA2026_neutral_08","9252990","Massanassa,Valencian Community,Spain","Massanassa, Valencia","Valencia",0
"MA2026_neutral_08","9211497","Mazarron,Region of Murcia,Spain","Mazarrón, Murcia","Murcia",0
"MA2026_neutral_08","9229605","Meco,Community of Madrid,Spain","Meco, Madrid","Madrid",0
"MA2026_neutral_08","9211495","Medina del Campo,Castile and Leon,Spain","Medina del Campo, Valladolid","Valladolid",0
"MA2026_neutral_08","9208103","Meira,Galicia,Spain","Meira, Lugo","Lugo",0
"MA2026_neutral_08","9221454","Meis,Galicia,Spain","Meis, Pontevedra","Pontevedra",0
"MA2026_neutral_08","9049133","Miguelturra,Castile-La Mancha,Spain","Miguelturra, Ciudad Real","Ciudad Real",0
"MA2026_neutral_08","9049134","Mislata,Valencian Community,Spain","Mislata, Valencia","Valencia",0
"MA2026_neutral_08","9257482","Mogan,Canary Islands,Spain","Mogán, Las Palmas","Las Palmas",0
"MA2026_neutral_08","9049137","Mollina,Andalusia,Spain","Mollina, Málaga","Málaga",0
"MA2026_neutral_08","9213937","Montblanc,Catalonia,Spain","Montblanc, Tarragona","Tarragona",0
"MA2026_neutral_08","9217921","Monterroso,Galicia,Spain","Monterroso, Lugo","Lugo",0
"MA2026_neutral_08","9217449","Montuiri,Balearic Islands,Spain","Montuïri, Baleares","Baleares",0
"MA2026_neutral_08","9248853","Morata de Tajuna,Community of Madrid,Spain","Morata de Tajuña, Madrid","Madrid",0
"MA2026_neutral_08","9217163","Naquera,Valencian Community,Spain","Náquera, Valencia","Valencia",0
"MA2026_neutral_08","9049148","Navalcarnero,Community of Madrid,Spain","Navalcarnero, Madrid","Madrid",0
"MA2026_neutral_08","9049150","Norena,Asturias,Spain","Noreña, Asturias","Asturias",0
"MA2026_neutral_08","9211585","O Savinao,Galicia,Spain","O Saviñao, Lugo","Lugo",0
"MA2026_neutral_08","9220337","Olesa de Montserrat,Catalonia,Spain","Olesa de Montserrat, Barcelona","Barcelona",0
