"Campaign","Location ID","Location","unit_name","province","median_pre_participants"
"MA2026_framed_10","9231866","Santpedor,Catalonia,Spain","Santpedor, Barcelona","Barcelona",0
"MA2026_framed_10","9049208","Sayalonga,Andalusia,Spain","Sayalonga, Málaga","Málaga",0
"MA2026_framed_10","9212350","Seron,Andalusia,Spain","Serón, Almería","Almería",0
"MA2026_framed_10","9215516","Sestao,Basque Country,Spain","Sestao, Vizcaya","Vizcaya",0
"MA2026_framed_10","9217850","Silleda,Galicia,Spain","Silleda, Pontevedra","Pontevedra",0
"MA2026_framed_10","9220497","Simancas,Castile and Leon,Spain","Simancas, Valladolid","Valladolid",0
"MA2026_framed_10","9210254","Sineu,Balearic Islands,Spain","Sineu, Baleares","Baleares",0
"MA2026_framed_10","9215208","Sotalbo,Castile and Leon,Spain","Sotalbo, Ávila","Ávila",0
"MA2026_framed_10","9243049","Suria,Catalonia,Spain","Súria, Barcelona","Barcelona",0
"MA2026_framed_10","9221390","Taboada,Galicia,Spain","Taboada, Lugo","Lugo",0
"MA2026_framed_10","9224382","Tarancon,Castile-La Mancha,Spain","Tarancón, Cuenca","Cuenca",0
"MA2026_framed_10","9212588","Teia,Catalonia,Spain","Teià, Barcelona","Barcelona",0
"MA2026_framed_10","9221429","Tocina,Andalusia,Spain","Tocina, Sevilla","Sevilla",0
"MA2026_framed_10","9049085","Tolosa,Basque Country,Spain","Tolosa, Guipúzcoa","Guipúzcoa",0
"MA2026_framed_10","9049219","Tomelloso,Castile-La Mancha,Spain","Tomelloso, Ciudad Real","Ciudad Real",0
"MA2026_framed_10","9216655","Tordoia,Galicia,Spain","Tordoia, A Coruña","A Coruña",0
"MA2026_framed_10","9209301","Torre-Pacheco,Region of Murcia,Spain","Torre-Pacheco, Murcia","Murcia",0
"MA2026_framed_10","9239446","Torrejon de la Calzada,Community of Madrid,Spain","Torrejón de la Calzada, Madrid","Madrid",0
"MA2026_framed_10","9190106","Municipality of Torrelodones,Community of Madrid,Spain","Torrelodones, Madrid","Madrid",0
"MA2026_framed_10","9256471","Torres de la Alameda,Community of Madrid,Spain","Torres de la Alameda, Madrid","Madrid",0
"MA2026_framed_10","9226731","Tudela de Duero,Castile and Leon,Spain","Tudela de Duero, Valladolid","Valladolid",0
"MA2026_framed_10","9247641","Umbrete,Andalusia,Spain","Umbrete, Sevilla","Sevilla",0
"MA2026_framed_10","9217904","Val do Dubra,Galicia,Spain","Val do Dubra, A Coruña","A Coruña",0
"MA2026_framed_10","9214029","Valdaliga,Cantabria,Spain","Valdáliga, Cantabria","Cantabria",0
"MA2026_framed_10","9049234","Valdepenas,Castile-La Mancha,Spain","Valdepeñas, Ciudad Real","Ciudad Real",0
"MA2026_framed_10","9212400","Valderredible,Cantabria,Spain","Valderredible, Cantabria","Cantabria",0
"MA2026_framed_10","9210447","Valldemossa,Balearic Islands,Spain","Valldemossa, Baleares","Baleares",0
"MA2026_framed_10","9209474","Valle de Mena,Castile and Leon,Spain","Valle de Mena, Burgos","Burgos",0
"MA2026_framed_10","9218792","Vallmoll,Catalonia,Spain","Vallmoll, Tarragona","Tarragona",0
"MA2026_framed_10","9210027","Velez-Blanco,Andalusia,Spain","Vélez-Blanco, Almería","Almería",0
"MA2026_framed_10","9210391","Verin,Galicia,Spain","Verín, Ourense","Ourense",0
"MA2026_framed_10","9209172","Vilalba,Galicia,Spain","Vilalba, Lugo","Lugo",0
"MA2026_framed_10","9213300","Vilallonga de Ter,Catalonia,Spain","Vilallonga de Ter, Girona","Girona",0
"MA2026_framed_10","9217198","Vilanova de Arousa,Galicia,Spain","Vilanova de Arousa, Pontevedra","Pontevedra",0
"MA2026_framed_10","9214090","Villamanta,Community of Madrid,Spain","Villamanta, Madrid","Madrid",0
"MA2026_framed_10","9250383","Villamayor,Castile and Leon,Spain","Villamayor, Salamanca","Salamanca",0
"MA2026_framed_10","9234743","Villanueva de Gallego,Aragon,Spain","Villanueva de Gállego, Zaragoza","Zaragoza",0
"MA2026_framed_10","9253274","Villanueva de la Torre,Castile-La Mancha,Spain","Villanueva de la Torre, Guadalajara","Guadalajara",0
"MA2026_framed_10","9049243","Villarrobledo,Castile-La Mancha,Spain","Villarrobledo, Albacete","Albacete",0
"MA2026_framed_10","9216053","Villarta-Quintana,La Rioja,Spain","Villarta-Quintana, La Rioja","La Rioja",0
"MA2026_framed_10","9217122","Villayon,Asturias,Spain","Villayón, Asturias","Asturias",0
"MA2026_framed_10","9216465","Xove,Galicia,Spain","Xove, Lugo","Lugo",0
