"Campaign","Location ID","Location","unit_name","province","median_pre_participants"
"MA2026_framed_06","9048985","Andujar,Andalusia,Spain","Andújar, Jaén","Jaén",0
"MA2026_framed_06","9261372","Arahal,Andalusia,Spain","Arahal, Sevilla","Sevilla",0
"MA2026_framed_06","9216474","Arenas de Iguna,Cantabria,Spain","Arenas de Iguña, Cantabria","Cantabria",0
"MA2026_framed_06","9248740","Arevalo,Castile and Leon,Spain","Arévalo, Ávila","Ávila",0
"MA2026_framed_06","1005484","Arnedo,La Rioja,Spain","Arnedo, La Rioja","La Rioja",0
"MA2026_framed_06","9048993","Arrecife,Canary Islands,Spain","Arrecife, Las Palmas","Las Palmas",0
"MA2026_framed_06","9230828","Artes,Catalonia,Spain","Artés, Barcelona","Barcelona",0
"MA2026_framed_06","9217656","As Neves,Galicia,Spain","As Neves, Pontevedra","Pontevedra",0
"MA2026_framed_06","9220096","Avia,Catalonia,Spain","Avià, Barcelona","Barcelona",0
"MA2026_framed_06","9211250","Azkoitia,Basque Country,Spain","Azkoitia, Guipúzcoa","Guipúzcoa",0
"MA2026_framed_06","9049000","Baeza,Andalusia,Spain","Baeza, Jaén","Jaén",0
"MA2026_framed_06","9212675","Balsa de Ves,Castile-La Mancha,Spain","Balsa de Ves, Albacete","Albacete",0
"MA2026_framed_06","9218330","Banyalbufar,Balearic Islands,Spain","Banyalbufar, Baleares","Baleares",0
"MA2026_framed_06","9049002","Barbastro,Aragon,Spain","Barbastro, Huesca","Huesca",0
"MA2026_framed_06","9049003","Barbate,Andalusia,Spain","Barbate, Cádiz","Cádiz",0
"MA2026_framed_06","9226302","Begues,Catalonia,Spain","Begues, Barcelona","Barcelona",0
"MA2026_framed_06","9049007","Bejar,Castile and Leon,Spain","Béjar, Salamanca","Salamanca",0
"MA2026_framed_06","9049008","Benaguasil,Valencian Community,Spain","Benaguasil, Valencia","Valencia",0
"MA2026_framed_06","9213976","Benamaurel,Andalusia,Spain","Benamaurel, Granada","Granada",0
"MA2026_framed_06","1005536","Beniparrell,Valencian Community,Spain","Beniparrell, Valencia","Valencia",0
"MA2026_framed_06","9252414","Besalu,Catalonia,Spain","Besalú, Girona","Girona",0
"MA2026_framed_06","9208018","Bimenes,Asturias,Spain","Bimenes, Asturias","Asturias",0
"MA2026_framed_06","9226170","Binefar,Aragon,Spain","Binéfar, Huesca","Huesca",0
"MA2026_framed_06","9219534","Boiro,Galicia,Spain","Boiro, A Coruña","A Coruña",0
"MA2026_framed_06","9217930","Buger,Balearic Islands,Spain","Búger, Baleares","Baleares",0
"MA2026_framed_06","9237298","Buitrago del Lozoya,Community of Madrid,Spain","Buitrago del Lozoya, Madrid","Madrid",0
"MA2026_framed_06","9049015","Bullas,Region of Murcia,Spain","Bullas, Murcia","Murcia",0
"MA2026_framed_06","9261521","Burela,Galicia,Spain","Burela, Lugo","Lugo",0
"MA2026_framed_06","9209506","Cadiz,Andalusia,Spain","Cádiz, Cádiz","Cádiz",0
"MA2026_framed_06","9049019","Calasparra,Region of Murcia,Spain","Calasparra, Murcia","Murcia",0
"MA2026_framed_06","9238129","Camarma de Esteruelas,Community of Madrid,Spain","Camarma de Esteruelas, Madrid","Madrid",0
"MA2026_framed_06","9216530","Campanet,Balearic Islands,Spain","Campanet, Baleares","Baleares",0
"MA2026_framed_06","9220218","Campos,Balearic Islands,Spain","Campos, Baleares","Baleares",0
"MA2026_framed_06","9049023","Canals,Valencian Community,Spain","Canals, Valencia","Valencia",0
"MA2026_framed_06","9210671","Caniles,Andalusia,Spain","Caniles, Granada","Granada",0
"MA2026_framed_06","9213605","Cantillana,Andalusia,Spain","Cantillana, Sevilla","Sevilla",0
"MA2026_framed_06","9049028","Casariche,Andalusia,Spain","Casariche, Sevilla","Sevilla",0
"MA2026_framed_06","9049029","Casasimarro,Castile-La Mancha,Spain","Casasimarro, Cuenca","Cuenca",0
"MA2026_framed_06","9261382","Catral,Valencian Community,Spain","Catral, Alicante","Alicante",0
"MA2026_framed_06","9049034","Cehegin,Region of Murcia,Spain","Cehegín, Murcia","Murcia",0
"MA2026_framed_06","9231888","Cercedilla,Community of Madrid,Spain","Cercedilla, Madrid","Madrid",0
"MA2026_framed_06","9221142","Chandrexa de Queixa,Galicia,Spain","Chandrexa de Queixa, Ourense","Ourense",0
