"Campaign","Location ID","Location","unit_name","province","median_pre_participants"
"MA2026_framed_09","9234707","Olivares,Andalusia,Spain","Olivares, Sevilla","Sevilla",0
"MA2026_framed_09","9257598","Olocau,Valencian Community,Spain","Olocau, Valencia","Valencia",0
"MA2026_framed_09","9253745","Ondara,Valencian Community,Spain","Ondara, Alicante","Alicante",0
"MA2026_framed_09","9197405","Ontinyent,Valencian Community,Spain","Ontinyent, Valencia","Valencia",0
"MA2026_framed_09","9218071","Ordes,Galicia,Spain","Ordes, A Coruña","A Coruña",0
"MA2026_framed_09","9212817","Outeiro de Rei,Galicia,Spain","Outeiro de Rei, Lugo","Lugo",0
"MA2026_framed_09","9217447","Paderne de Allariz,Galicia,Spain","Paderne de Allariz, Ourense","Ourense",0
"MA2026_framed_09","9049161","Palma del Rio,Andalusia,Spain","Palma del Río, Córdoba","Córdoba",0
"MA2026_framed_09","9230565","Penarroya-Pueblonuevo,Andalusia,Spain","Peñarroya-Pueblonuevo, Córdoba","Córdoba",0
"MA2026_framed_09","9252845","Pilas,Andalusia,Spain","Pilas, Sevilla","Sevilla",0
"MA2026_framed_09","9207381","Pinofranqueado,Extremadura,Spain","Pinofranqueado, Cáceres","Cáceres",0
"MA2026_framed_09","9261572","Pioz,Castile-La Mancha,Spain","Pioz, Guadalajara","Guadalajara",0
"MA2026_framed_09","9049171","Plasencia,Extremadura,Spain","Plasencia, Cáceres","Cáceres",0
"MA2026_framed_09","9216355","Pollenca,Balearic Islands,Spain","Pollença, Baleares","Baleares",0
"MA2026_framed_09","9254628","Posadas,Andalusia,Spain","Posadas, Córdoba","Córdoba",0
"MA2026_framed_09","9242880","Pozoblanco,Andalusia,Spain","Pozoblanco, Córdoba","Córdoba",0
"MA2026_framed_09","9049180","Puertollano,Castile-La Mancha,Spain","Puertollano, Ciudad Real","Ciudad Real",0
"MA2026_framed_09","9216567","Puigpunyent,Balearic Islands,Spain","Puigpunyent, Baleares","Baleares",0
"MA2026_framed_09","9216258","Quijorna,Community of Madrid,Spain","Quijorna, Madrid","Madrid",0
"MA2026_framed_09","9214744","Quiroga,Galicia,Spain","Quiroga, Lugo","Lugo",0
"MA2026_framed_09","9215084","Quiros,Asturias,Spain","Quirós, Asturias","Asturias",0
"MA2026_framed_09","9220081","Ramiras,Galicia,Spain","Ramirás, Ourense","Ourense",0
"MA2026_framed_09","9221009","Retortillo de Soria,Castile and Leon,Spain","Retortillo de Soria, Soria","Soria",0
"MA2026_framed_09","9217199","Ribera d'Urgellet,Catalonia,Spain","Ribera d'Urgellet, Lleida","Lleida",0
"MA2026_framed_09","9212441","Rios,Galicia,Spain","Riós, Ourense","Ourense",0
"MA2026_framed_09","1005472","Ripollet,Catalonia,Spain","Ripollet, Barcelona","Barcelona",0
"MA2026_framed_09","9254006","Riudellots de la Selva,Catalonia,Spain","Riudellots de la Selva, Girona","Girona",0
"MA2026_framed_09","9212118","Salvaterra de Mino,Galicia,Spain","Salvaterra de Miño, Pontevedra","Pontevedra",0
"MA2026_framed_09","9212766","San Cibrao das Vinas,Galicia,Spain","San Cibrao das Viñas, Ourense","Ourense",0
"MA2026_framed_09","9249228","San Fulgencio,Valencian Community,Spain","San Fulgencio, Alicante","Alicante",0
"MA2026_framed_09","9211175","San Pascual,Castile and Leon,Spain","San Pascual, Ávila","Ávila",0
"MA2026_framed_09","9222307","San Sadurnino,Galicia,Spain","San Sadurniño, A Coruña","A Coruña",0
"MA2026_framed_09","9237447","Sant Andreu de la Barca,Catalonia,Spain","Sant Andreu de la Barca, Barcelona","Barcelona",0
"MA2026_framed_09","9246083","Sant Cebria de Vallalta,Catalonia,Spain","Sant Cebrià de Vallalta, Barcelona","Barcelona",0
"MA2026_framed_09","9214901","Municipality of Sant Joan Despi,Catalonia,Spain","Sant Joan Despí, Barcelona","Barcelona",0
"MA2026_framed_09","9216618","Sant Marti de Tous,Catalonia,Spain","Sant Martí de Tous, Barcelona","Barcelona",0
"MA2026_framed_09","9248255","Sant Pol de Mar,Catalonia,Spain","Sant Pol de Mar, Barcelona","Barcelona",0
"MA2026_framed_09","9258584","Santa Coloma de Farners,Catalonia,Spain","Santa Coloma de Farners, Girona","Girona",0
"MA2026_framed_09","9209584","Santa Comba,Galicia,Spain","Santa Comba, A Coruña","A Coruña",0
"MA2026_framed_09","9212032","Santa Eulalia de Roncana,Catalonia,Spain","Santa Eulàlia de Ronçana, Barcelona","Barcelona",0
"MA2026_framed_09","9210750","Santiponce,Andalusia,Spain","Santiponce, Sevilla","Sevilla",0
"MA2026_framed_09","9049207","Santona,Cantabria,Spain","Santoña, Cantabria","Cantabria",0
