"unit_name","municipality","province","autonomous_community","google_criteria_id","google_name","google_canonical_name","google_target_type","match_type"
"Villafranca de los Barros, Badajoz","Villafranca de los Barros","Badajoz","Extremadura","9256217","Villafranca de los Barros","Villafranca de los Barros,Extremadura,Spain","City","name+community"
"Villafranca de los Caballeros, Toledo","Villafranca de los Caballeros","Toledo","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Villafranca del Bierzo, León","Villafranca del Bierzo","León","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villafranca del Campo, Teruel","Villafranca del Campo","Teruel","Aragón",NA,NA,NA,NA,"unmatched"
"Villafranca del Cid, Castellón","Villafranca del Cid","Castellón","Comunidad Valenciana",NA,NA,NA,NA,"unmatched"
"Villafranca, Navarra","Villafranca","Navarra","Comunidad Foral de Navarra",NA,NA,NA,NA,"unmatched"
"Villafrechós, Valladolid","Villafrechós","Valladolid","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villafruela, Burgos","Villafruela","Burgos","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villafuerte, Valladolid","Villafuerte","Valladolid","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villafufre, Cantabria","Villafufre","Cantabria","Cantabria",NA,NA,NA,NA,"unmatched"
"Villafáfila, Zamora","Villafáfila","Zamora","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villagalijo, Burgos","Villagalijo","Burgos","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villagarcía de Campos, Valladolid","Villagarcía de Campos","Valladolid","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villagarcía de la Torre, Badajoz","Villagarcía de la Torre","Badajoz","Extremadura",NA,NA,NA,NA,"unmatched"
"Villagarcía del Llano, Cuenca","Villagarcía del Llano","Cuenca","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Villagatón, León","Villagatón","León","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villageriz, Zamora","Villageriz","Zamora","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villagonzalo Pedernales, Burgos","Villagonzalo Pedernales","Burgos","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villagonzalo de Tormes, Salamanca","Villagonzalo de Tormes","Salamanca","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villagonzalo, Badajoz","Villagonzalo","Badajoz","Extremadura",NA,NA,NA,NA,"unmatched"
"Villagómez la Nueva, Valladolid","Villagómez la Nueva","Valladolid","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villaharta, Córdoba","Villaharta","Córdoba","Andalucía",NA,NA,NA,NA,"unmatched"
"Villahermosa del Campo, Teruel","Villahermosa del Campo","Teruel","Aragón",NA,NA,NA,NA,"unmatched"
"Villahermosa del Río, Castellón","Villahermosa del Río","Castellón","Comunidad Valenciana",NA,NA,NA,NA,"unmatched"
"Villahermosa, Ciudad Real","Villahermosa","Ciudad Real","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Villaherreros, Palencia","Villaherreros","Palencia","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villahoz, Burgos","Villahoz","Burgos","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villahán, Palencia","Villahán","Palencia","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villajoyosa, Alicante","Villajoyosa","Alicante","Comunidad Valenciana",NA,NA,NA,NA,"unmatched"
"Villalaco, Palencia","Villalaco","Palencia","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villalar de los Comuneros, Valladolid","Villalar de los Comuneros","Valladolid","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villalazán, Zamora","Villalazán","Zamora","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villalba de Duero, Burgos","Villalba de Duero","Burgos","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villalba de Guardo, Palencia","Villalba de Guardo","Palencia","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villalba de Perejil, Zaragoza","Villalba de Perejil","Zaragoza","Aragón",NA,NA,NA,NA,"unmatched"
"Villalba de Rioja, La Rioja","Villalba de Rioja","La Rioja","La Rioja",NA,NA,NA,NA,"unmatched"
"Villalba de la Lampreana, Zamora","Villalba de la Lampreana","Zamora","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villalba de la Loma, Valladolid","Villalba de la Loma","Valladolid","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villalba de la Sierra, Cuenca","Villalba de la Sierra","Cuenca","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Villalba de los Alcores, Valladolid","Villalba de los Alcores","Valladolid","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villalba de los Barros, Badajoz","Villalba de los Barros","Badajoz","Extremadura",NA,NA,NA,NA,"unmatched"
"Villalba de los Llanos, Salamanca","Villalba de los Llanos","Salamanca","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villalba del Alcor, Huelva","Villalba del Alcor","Huelva","Andalucía",NA,NA,NA,NA,"unmatched"
"Villalba del Rey, Cuenca","Villalba del Rey","Cuenca","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Villalbarba, Valladolid","Villalbarba","Valladolid","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villalbilla de Burgos, Burgos","Villalbilla de Burgos","Burgos","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villalbilla de Gumiel, Burgos","Villalbilla de Gumiel","Burgos","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villalbilla, Madrid","Villalbilla","Madrid","Comunidad de Madrid","9212378","Villalbilla","Villalbilla,Community of Madrid,Spain","Municipality","name+community"
"Villalcampo, Zamora","Villalcampo","Zamora","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villalcázar de Sirga, Palencia","Villalcázar de Sirga","Palencia","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villalcón, Palencia","Villalcón","Palencia","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villaldemiro, Burgos","Villaldemiro","Burgos","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villalengua, Zaragoza","Villalengua","Zaragoza","Aragón",NA,NA,NA,NA,"unmatched"
"Villalgordo del Júcar, Albacete","Villalgordo del Júcar","Albacete","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Villalgordo del Marquesado, Cuenca","Villalgordo del Marquesado","Cuenca","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Villalmanzo, Burgos","Villalmanzo","Burgos","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villalobar de Rioja, La Rioja","Villalobar de Rioja","La Rioja","La Rioja",NA,NA,NA,NA,"unmatched"
"Villalobos, Zamora","Villalobos","Zamora","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villalobón, Palencia","Villalobón","Palencia","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villalonga, Valencia","Villalonga","Valencia","Comunidad Valenciana",NA,NA,NA,NA,"unmatched"
"Villalonso, Zamora","Villalonso","Zamora","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villalpando, Zamora","Villalpando","Zamora","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villalpardo, Cuenca","Villalpardo","Cuenca","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Villalube, Zamora","Villalube","Zamora","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villaluenga de la Sagra, Toledo","Villaluenga de la Sagra","Toledo","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Villaluenga de la Vega, Palencia","Villaluenga de la Vega","Palencia","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villaluenga del Rosario, Cádiz","Villaluenga del Rosario","Cádiz","Andalucía",NA,NA,NA,NA,"unmatched"
"Villalán de Campos, Valladolid","Villalán de Campos","Valladolid","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villalón de Campos, Valladolid","Villalón de Campos","Valladolid","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villamalea, Albacete","Villamalea","Albacete","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Villamalur, Castellón","Villamalur","Castellón","Comunidad Valenciana",NA,NA,NA,NA,"unmatched"
"Villamandos, León","Villamandos","León","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villamanrique de Tajo, Madrid","Villamanrique de Tajo","Madrid","Comunidad de Madrid",NA,NA,NA,NA,"unmatched"
"Villamanrique de la Condesa, Sevilla","Villamanrique de la Condesa","Sevilla","Andalucía",NA,NA,NA,NA,"unmatched"
"Villamanrique, Ciudad Real","Villamanrique","Ciudad Real","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Villamanta, Madrid","Villamanta","Madrid","Comunidad de Madrid","9214090","Villamanta","Villamanta,Community of Madrid,Spain","Municipality","name+community"
"Villamantilla, Madrid","Villamantilla","Madrid","Comunidad de Madrid","9208031","Villamantilla","Villamantilla,Community of Madrid,Spain","Municipality","name+community"
"Villamanín, León","Villamanín","León","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villamartín de Campos, Palencia","Villamartín de Campos","Palencia","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villamartín de Don Sancho, León","Villamartín de Don Sancho","León","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villamartín, Cádiz","Villamartín","Cádiz","Andalucía",NA,NA,NA,NA,"unmatched"
"Villamayor de Calatrava, Ciudad Real","Villamayor de Calatrava","Ciudad Real","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Villamayor de Campos, Zamora","Villamayor de Campos","Zamora","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villamayor de Monjardín, Navarra","Villamayor de Monjardín","Navarra","Comunidad Foral de Navarra",NA,NA,NA,NA,"unmatched"
"Villamayor de Santiago, Cuenca","Villamayor de Santiago","Cuenca","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Villamayor de Treviño, Burgos","Villamayor de Treviño","Burgos","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villamayor de los Montes, Burgos","Villamayor de los Montes","Burgos","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villamayor, Salamanca","Villamayor","Salamanca","Castilla y León","9250383","Villamayor","Villamayor,Castile and Leon,Spain","Municipality","name+community"
"Villamañán, León","Villamañán","León","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villambistia, Burgos","Villambistia","Burgos","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villamediana de Iregua, La Rioja","Villamediana de Iregua","La Rioja","La Rioja",NA,NA,NA,NA,"unmatched"
"Villamediana, Palencia","Villamediana","Palencia","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villamedianilla, Burgos","Villamedianilla","Burgos","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villamejil, León","Villamejil","León","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villamena, Granada","Villamena","Granada","Andalucía",NA,NA,NA,NA,"unmatched"
"Villameriel, Palencia","Villameriel","Palencia","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villamesías, Cáceres","Villamesías","Cáceres","Extremadura",NA,NA,NA,NA,"unmatched"
"Villamiel de Toledo, Toledo","Villamiel de Toledo","Toledo","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Villamiel de la Sierra, Burgos","Villamiel de la Sierra","Burgos","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villamiel, Cáceres","Villamiel","Cáceres","Extremadura",NA,NA,NA,NA,"unmatched"
"Villaminaya, Toledo","Villaminaya","Toledo","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Villamol, León","Villamol","León","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villamontán de la Valduerna, León","Villamontán de la Valduerna","León","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villamor de los Escuderos, Zamora","Villamor de los Escuderos","Zamora","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villamoratiel de las Matas, León","Villamoratiel de las Matas","León","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villamoronta, Palencia","Villamoronta","Palencia","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villamuelas, Toledo","Villamuelas","Toledo","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Villamuera de la Cueza, Palencia","Villamuera de la Cueza","Palencia","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villamuriel de Campos, Valladolid","Villamuriel de Campos","Valladolid","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villamuriel de Cerrato, Palencia","Villamuriel de Cerrato","Palencia","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villangómez, Burgos","Villangómez","Burgos","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villanova, Huesca","Villanova","Huesca","Aragón",NA,NA,NA,NA,"unmatched"
"Villanubla, Valladolid","Villanubla","Valladolid","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villanueva Mesía, Granada","Villanueva Mesía","Granada","Andalucía",NA,NA,NA,NA,"unmatched"
"Villanueva de Alcardete, Toledo","Villanueva de Alcardete","Toledo","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Villanueva de Alcorón, Guadalajara","Villanueva de Alcorón","Guadalajara","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Villanueva de Algaidas, Málaga","Villanueva de Algaidas","Málaga","Andalucía",NA,NA,NA,NA,"unmatched"
"Villanueva de Argaño, Burgos","Villanueva de Argaño","Burgos","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villanueva de Argecilla, Guadalajara","Villanueva de Argecilla","Guadalajara","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Villanueva de Azoague, Zamora","Villanueva de Azoague","Zamora","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villanueva de Bogas, Toledo","Villanueva de Bogas","Toledo","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Villanueva de Cameros, La Rioja","Villanueva de Cameros","La Rioja","La Rioja",NA,NA,NA,NA,"unmatched"
"Villanueva de Campeán, Zamora","Villanueva de Campeán","Zamora","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villanueva de Carazo, Burgos","Villanueva de Carazo","Burgos","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villanueva de Castellón, Valencia","Villanueva de Castellón","Valencia","Comunidad Valenciana",NA,NA,NA,NA,"unmatched"
"Villanueva de Córdoba, Córdoba","Villanueva de Córdoba","Córdoba","Andalucía",NA,NA,NA,NA,"unmatched"
"Villanueva de Duero, Valladolid","Villanueva de Duero","Valladolid","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villanueva de Gormaz, Soria","Villanueva de Gormaz","Soria","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villanueva de Guadamejud, Cuenca","Villanueva de Guadamejud","Cuenca","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Villanueva de Gumiel, Burgos","Villanueva de Gumiel","Burgos","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villanueva de Gállego, Zaragoza","Villanueva de Gállego","Zaragoza","Aragón","9234743","Villanueva de Gallego","Villanueva de Gallego,Aragon,Spain","Municipality","name+community"
"Villanueva de Gómez, Ávila","Villanueva de Gómez","Ávila","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villanueva de Huerva, Zaragoza","Villanueva de Huerva","Zaragoza","Aragón",NA,NA,NA,NA,"unmatched"
"Villanueva de Jiloca, Zaragoza","Villanueva de Jiloca","Zaragoza","Aragón",NA,NA,NA,NA,"unmatched"
"Villanueva de Oscos, Asturias","Villanueva de Oscos","Asturias","Principado de Asturias","9222329","Villanueva de Oscos","Villanueva de Oscos,Asturias,Spain","Municipality","name+community"
"Villanueva de Perales, Madrid","Villanueva de Perales","Madrid","Comunidad de Madrid",NA,NA,NA,NA,"unmatched"
"Villanueva de San Carlos, Ciudad Real","Villanueva de San Carlos","Ciudad Real","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Villanueva de San Juan, Sevilla","Villanueva de San Juan","Sevilla","Andalucía",NA,NA,NA,NA,"unmatched"
"Villanueva de San Mancio, Valladolid","Villanueva de San Mancio","Valladolid","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villanueva de Sigena, Huesca","Villanueva de Sigena","Huesca","Aragón",NA,NA,NA,NA,"unmatched"
"Villanueva de Tapia, Málaga","Villanueva de Tapia","Málaga","Andalucía",NA,NA,NA,NA,"unmatched"
"Villanueva de Teba, Burgos","Villanueva de Teba","Burgos","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villanueva de Viver, Castellón","Villanueva de Viver","Castellón","Comunidad Valenciana",NA,NA,NA,NA,"unmatched"
"Villanueva de la Cañada, Madrid","Villanueva de la Cañada","Madrid","Comunidad de Madrid","9225174","Villanueva de la Canada","Villanueva de la Canada,Community of Madrid,Spain","Municipality","name+community"
"Villanueva de la Condesa, Valladolid","Villanueva de la Condesa","Valladolid","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villanueva de la Fuente, Ciudad Real","Villanueva de la Fuente","Ciudad Real","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Villanueva de la Jara, Cuenca","Villanueva de la Jara","Cuenca","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Villanueva de la Reina, Jaén","Villanueva de la Reina","Jaén","Andalucía",NA,NA,NA,NA,"unmatched"
"Villanueva de la Serena, Badajoz","Villanueva de la Serena","Badajoz","Extremadura","9049241","Villanueva de la Serena","Villanueva de la Serena,Extremadura,Spain","City","name+community"
"Villanueva de la Sierra, Cáceres","Villanueva de la Sierra","Cáceres","Extremadura",NA,NA,NA,NA,"unmatched"
"Villanueva de la Torre, Guadalajara","Villanueva de la Torre","Guadalajara","Castilla-La Mancha","9253274","Villanueva de la Torre","Villanueva de la Torre,Castile-La Mancha,Spain","Municipality","name+community"
"Villanueva de la Vera, Cáceres","Villanueva de la Vera","Cáceres","Extremadura",NA,NA,NA,NA,"unmatched"
"Villanueva de las Cruces, Huelva","Villanueva de las Cruces","Huelva","Andalucía",NA,NA,NA,NA,"unmatched"
"Villanueva de las Manzanas, León","Villanueva de las Manzanas","León","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villanueva de las Peras, Zamora","Villanueva de las Peras","Zamora","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villanueva de las Torres, Granada","Villanueva de las Torres","Granada","Andalucía",NA,NA,NA,NA,"unmatched"
"Villanueva de los Caballeros, Valladolid","Villanueva de los Caballeros","Valladolid","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villanueva de los Castillejos, Huelva","Villanueva de los Castillejos","Huelva","Andalucía",NA,NA,NA,NA,"unmatched"
"Villanueva de los Infantes, Ciudad Real","Villanueva de los Infantes","Ciudad Real","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Villanueva de los Infantes, Valladolid","Villanueva de los Infantes","Valladolid","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villanueva de Ávila, Ávila","Villanueva de Ávila","Ávila","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villanueva del Aceral, Ávila","Villanueva del Aceral","Ávila","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villanueva del Ariscal, Sevilla","Villanueva del Ariscal","Sevilla","Andalucía",NA,NA,NA,NA,"unmatched"
"Villanueva del Arzobispo, Jaén","Villanueva del Arzobispo","Jaén","Andalucía",NA,NA,NA,NA,"unmatched"
"Villanueva del Campillo, Ávila","Villanueva del Campillo","Ávila","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villanueva del Campo, Zamora","Villanueva del Campo","Zamora","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villanueva del Conde, Salamanca","Villanueva del Conde","Salamanca","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villanueva del Duque, Córdoba","Villanueva del Duque","Córdoba","Andalucía",NA,NA,NA,NA,"unmatched"
"Villanueva del Fresno, Badajoz","Villanueva del Fresno","Badajoz","Extremadura",NA,NA,NA,NA,"unmatched"
"Villanueva del Pardillo, Madrid","Villanueva del Pardillo","Madrid","Comunidad de Madrid","9234506","Villanueva del Pardillo","Villanueva del Pardillo,Community of Madrid,Spain","Municipality","name+community"
"Villanueva del Rebollar de la Si, Teruel","Villanueva del Rebollar de la Si","Teruel","Aragón",NA,NA,NA,NA,"unmatched"
"Villanueva del Rebollar, Palencia","Villanueva del Rebollar","Palencia","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villanueva del Rey, Córdoba","Villanueva del Rey","Córdoba","Andalucía",NA,NA,NA,NA,"unmatched"
"Villanueva del Rosario, Málaga","Villanueva del Rosario","Málaga","Andalucía",NA,NA,NA,NA,"unmatched"
"Villanueva del Río Segura, Murcia","Villanueva del Río Segura","Murcia","Región de Murcia",NA,NA,NA,NA,"unmatched"
"Villanueva del Río y Minas, Sevilla","Villanueva del Río y Minas","Sevilla","Andalucía",NA,NA,NA,NA,"unmatched"
"Villanueva del Trabuco, Málaga","Villanueva del Trabuco","Málaga","Andalucía",NA,NA,NA,NA,"unmatched"
"Villanuño de Valdavia, Palencia","Villanuño de Valdavia","Palencia","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villanázar, Zamora","Villanázar","Zamora","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villanúa, Huesca","Villanúa","Huesca","Aragón",NA,NA,NA,NA,"unmatched"
"Villaobispo de Otero, León","Villaobispo de Otero","León","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villaornate y Castro, León","Villaornate y Castro","León","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villapalacios, Albacete","Villapalacios","Albacete","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Villaprovedo, Palencia","Villaprovedo","Palencia","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villaquejida, León","Villaquejida","León","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villaquilambre, León","Villaquilambre","León","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villaquirán de la Puebla, Burgos","Villaquirán de la Puebla","Burgos","Castilla y León",NA,NA,NA,NA,"unmatched"
"Villaquirán de los Infantes, Burgos","Villaquirán de los Infantes","Burgos","Castilla y León",NA,NA,NA,NA,"unmatched"
